country1,country2,n_speeches,freq1,freq2,score
AUS,SWE,24,48,48,48.0
BGR,CZE,24,48,48,48.0
CZE,ESP,24,48,48,48.0
BGR,LVA,24,48,48,48.0
GRC,SWE,24,48,48,48.0
PSE,SDN,18,71,38,47.800000000000004
CUB,MAR,23,46,50,47.599999999999994
KWT,YEM,22,51,46,47.533333333333324
LTU,LVA,23,48,47,47.42857142857143
CUB,ISR,22,49,52,47.422222222222224
EGY,ESP,23,48,47,47.4
IRL,TUR,22,48,47,47.4
SVN,TUR,23,48,47,47.4
GRC,LUX,23,48,47,47.4
DEU,IRN,14,32,230,47.376306620209064
IDN,PSE,16,41,62,47.35079365079365
ITA,MKD,21,45,51,47.32380952380952
ISR,SDN,21,55,46,47.3015873015873
PSE,QAT,16,65,43,47.21746031746032
RWA,SDN,17,50,52,47.211688311688306
JPN,TUN,23,47,48,47.199999999999996
BIH,RWA,20,47,54,47.12380952380952
BGR,GRC,23,47,47,47.0
NZL,TUR,23,47,47,47.0
EST,ROU,23,47,47,47.0
LUX,SWE,23,47,47,47.0
MAR,QAT,21,46,49,46.85714285714286
MYS,USA,21,47,64,46.733333333333334
COG,ETH,19,60,42,46.679365079365084
TUN,ZAF,22,46,48,46.628571428571426
ARG,EGY,23,47,46,46.4
BGR,EST,23,46,47,46.4
IRL,POL,23,47,46,46.4
NOR,ROU,23,46,47,46.4
SVK,SVN,23,46,47,46.4
EST,GRC,23,47,46,46.4
JPN,PHL,23,46,47,46.4
IDN,IND,23,47,46,46.4
GRC,USA,23,46,47,46.4
ESP,EST,23,46,47,46.4
DNK,EST,23,47,46,46.4
CAN,EST,23,46,47,46.4
BGR,IRL,23,46,47,46.4
CZE,ROU,23,46,47,46.4
HUN,POL,23,46,47,46.4
CAN,IRQ,20,63,53,46.22539682539682
AGO,USA,22,66,44,46.08
GRC,HRV,23,46,46,46.0
CZE,PRT,23,46,46,46.0
AUS,BGR,23,46,46,46.0
AUS,ISR,23,46,46,46.0
LTU,NOR,23,46,46,46.0
DEU,LVA,23,46,46,46.0
AUT,SVK,23,46,46,46.0
DNK,HRV,23,46,46,46.0
FIN,POL,23,46,46,46.0
AUT,LVA,23,46,46,46.0
FIN,LVA,23,46,46,46.0
CAN,PER,23,46,46,46.0
BGR,NLD,23,46,46,46.0
CZE,GRC,23,46,46,46.0
AUT,POL,23,46,46,46.0
JPN,SVK,23,46,46,46.0
HRV,LVA,23,46,46,46.0
LVA,NLD,23,46,46,46.0
PAK,UKR,22,46,46,45.8
DZA,KWT,22,45,48,45.73333333333333
IRQ,SLE,16,53,45,45.71904761904761
SVK,UKR,22,44,50,45.666666666666664
JPN,ROU,22,48,45,45.65714285714285
IDN,PAK,22,47,45,45.46666666666666
KWT,LBN,19,49,47,45.46666666666666
MAR,SDN,21,46,46,45.42857142857143
IDN,PHL,22,46,45,45.4
GTM,HTI,16,35,95,45.398519127930896
AGO,MOZ,16,87,43,45.3611111111111
JPN,POL,22,48,44,45.25714285714286
JPN,LVA,22,48,44,45.25714285714286
CAF,GIN,16,49,49,45.24761904761904
CUB,TUR,22,44,47,45.06666666666666
IRL,SWE,22,45,45,45.0
AUT,NZL,22,45,45,45.0
AUS,GRC,22,45,45,45.0
EST,IRL,22,45,45,45.0
GRC,UKR,22,45,45,45.0
EGY,IRN,16,35,99,44.99974143503556
AFG,CAN,9,61,37,44.988837685611884
LBY,SSD,17,44,59,44.94652014652014
KWT,MAR,21,45,46,44.86666666666667
MLI,MRT,15,96,38,44.849642386598916
JPN,SDN,22,44,46,44.8
ARG,IND,22,45,45,44.8
IND,TUN,22,44,46,44.8
MKD,TUR,21,45,45,44.8
COG,TCD,17,55,45,44.76190476190476
CUB,ZAF,21,42,50,44.72380952380952
LBY,TUN,16,123,34,44.68471557682084
RWA,ZWE,17,68,38,44.68148148148148
CAN,CRI,22,46,44,44.66666666666667
LBN,LBY,16,42,53,44.634920634920626
ALB,DEU,19,50,46,44.57857142857143
JPN,PSE,17,34,67,44.561904761904756
MYS,YEM,21,44,51,44.53333333333333
NGA,TCD,20,47,45,44.46666666666666
DEU,ZAF,22,45,44,44.4
HRV,ROU,22,44,45,44.4
EST,PRT,22,45,44,44.4
AUT,FRA,22,44,45,44.4
DNK,LVA,22,45,44,44.4
ARG,PAK,22,45,44,44.4
AUS,DNK,22,44,45,44.4
GRC,POL,22,44,45,44.4
HRV,IRL,22,44,45,44.4
PRT,ROU,22,44,45,44.4
EST,HUN,22,45,44,44.4
BGR,DNK,22,44,45,44.4
IRL,LVA,22,45,44,44.4
BGR,NZL,22,45,44,44.4
DNK,POL,22,45,44,44.4
AUT,UKR,21,43,47,44.333333333333336
COG,LBY,19,54,44,44.1142857142857
GRC,MKD,20,43,47,44.05714285714286
PRT,UKR,22,44,44,44.0
ESP,LVA,22,44,44,44.0
CAN,SVK,22,44,44,44.0
ITA,NZL,22,44,44,44.0
MAR,NOR,22,44,44,44.0
LVA,NZL,22,44,44,44.0
NOR,ZAF,22,44,44,44.0
POL,SVK,22,44,44,44.0
PER,USA,21,44,44,44.0
HRV,HUN,22,44,44,44.0
GRC,LVA,22,44,44,44.0
GRC,SVK,22,44,44,44.0
LVA,SWE,22,44,44,44.0
CAN,HUN,22,44,44,44.0
AUS,LVA,22,44,44,44.0
POL,PRT,22,44,44,44.0
AUS,CHE,22,44,44,44.0
BGR,FIN,22,44,44,44.0
CZE,HUN,22,44,44,44.0
ITA,LVA,22,44,44,44.0
BEL,HUN,22,44,44,44.0
CZE,LUX,22,44,44,44.0
BGR,HUN,22,44,44,44.0
JPN,KOR,20,47,42,43.91111111111111
IDN,SDN,21,45,44,43.86666666666667
BIH,PRT,20,46,43,43.86666666666667
CAF,USA,17,82,35,43.844444444444434
MYS,SAU,21,44,44,43.82857142857143
IRL,NZL,21,45,43,43.8
ETH,UGA,13,61,37,43.760714285714286
CUB,KWT,21,42,47,43.73333333333333
NZL,TLS,16,33,94,43.71067821067821
ARG,ZAF,21,43,46,43.65714285714286
EGY,SAU,21,43,44,43.4
SWE,UKR,21,44,43,43.4
DZA,TUR,21,44,43,43.4
COG,JPN,18,62,37,43.358441558441555
IRQ,PAK,21,46,42,43.33333333333333
FRA,ZAF,21,45,42,43.2
BRA,IND,21,45,42,43.199999999999996
MYS,SDN,21,43,44,43.199999999999996
ROU,USA,21,43,44,43.199999999999996
MAR,PSE,16,34,62,43.195238095238096
CAF,ZAF,12,107,30,43.0636030128021
LUX,ROU,21,43,43,43.0
UKR,ZAF,20,42,47,42.99047619047619
CUB,SDN,21,42,44,42.8
CUB,JPN,21,42,44,42.8
CHN,RUS,15,40,46,42.566233766233765
CZE,JPN,21,42,43,42.4
IRL,LUX,20,43,42,42.4
HUN,IRL,21,42,43,42.4
HUN,ROU,21,42,43,42.4
HRV,UKR,21,43,42,42.4
NZL,SVN,21,42,43,42.4
DEU,MAR,21,42,43,42.4
AUS,POL,21,43,42,42.4
NLD,NZL,21,42,43,42.4
FRA,ROU,21,43,42,42.4
ARG,FRA,21,42,43,42.4
IRL,SVK,21,43,42,42.4
NZL,ROU,21,42,43,42.4
BRA,USA,19,40,49,42.290909090909096
BIH,NOR,19,49,39,42.25714285714285
NAM,RWA,16,43,48,42.157575757575756
ISR,SWE,20,46,41,42.111111111111114
ARG,CHL,20,42,43,42.095238095238095
ISL,NOR,21,42,42,42.0
AUT,ISL,21,42,42,42.0
FIN,ISL,21,42,42,42.0
EST,LUX,21,42,42,42.0
BGR,SVK,21,42,42,42.0
ISL,SVN,21,42,42,42.0
SVK,SWE,21,42,42,42.0
HUN,LVA,21,42,42,42.0
BGR,LUX,21,42,42,42.0
ITA,LTU,21,42,42,42.0
ISL,LVA,21,42,42,42.0
ESP,SVK,21,42,42,42.0
CZE,ISL,21,42,42,42.0
PRT,SVK,21,42,42,42.0
LVA,SVK,21,42,42,42.0
NLD,SVK,21,42,42,42.0
LVA,PRT,21,42,42,42.0
KWT,TUN,20,42,43,41.86666666666666
CHE,DEU,20,44,41,41.85714285714286
QAT,SDN,18,40,63,41.80751879699248
GHA,SLE,14,33,81,41.6671679197995
PRT,TUR,20,42,41,41.4
LBR,SOM,16,42,75,41.3017316017316
ARG,NZL,20,42,41,41.2
EGY,QAT,19,41,42,41.028571428571425
BGR,TUR,20,41,41,41.0
AUT,ISR,20,41,41,41.0
SDN,TUN,18,63,39,41.0
LUX,PRT,20,41,41,41.0
CHL,NZL,20,41,41,41.0
CHL,HTI,15,38,72,40.96002886002886
SSD,USA,17,49,37,40.90158730158729
ESP,IRQ,18,37,184,40.868637110016415
IRQ,SOM,18,43,47,40.84175824175824
COG,GIN,16,50,41,40.834920634920636
PAK,SDN,20,40,42,40.8
FRA,URY,20,42,40,40.8
EST,JPN,20,41,41,40.8
ISR,ITA,20,42,40,40.8
BGR,USA,20,40,42,40.666666666666664
SWE,TUR,20,40,42,40.666666666666664
PSE,ZAF,14,60,32,40.63809523809523
POL,UKR,18,40,48,40.53333333333333
IRQ,TUN,18,53,38,40.53333333333333
NIC,USA,7,43,77,40.4521645021645
DNK,NZL,20,41,40,40.4
AUS,PHL,20,40,41,40.4
LTU,SVN,20,40,41,40.4
AUS,CHL,20,41,40,40.4
ROU,SVK,20,41,40,40.4
ROU,TUR,19,41,40,40.4
ESP,MAR,20,40,41,40.4
SVN,UKR,20,41,40,40.4
AUS,SVN,20,40,41,40.4
BEL,COG,16,35,72,40.344011544011536
TUR,ZAF,19,38,45,40.32380952380952
ETH,SLE,16,36,48,40.20714285714285
LUX,RWA,18,37,63,40.2
JOR,SAU,17,41,42,40.18095238095238
LBY,TUR,15,45,40,40.17857142857142
QAT,YEM,17,43,38,40.1015873015873
AFG,TLS,16,40,45,40.04502164502164
LTU,POL,20,40,40,40.0
IRL,MLT,20,40,40,40.0
ESP,ISL,20,40,40,40.0
CZE,MLT,20,40,40,40.0
MLT,SVN,20,40,40,40.0
FIN,HUN,20,40,40,40.0
BGR,ISL,20,40,40,40.0
FRA,MYS,19,40,40,40.0
BGR,LTU,20,40,40,40.0
HRV,LTU,20,40,40,40.0
HRV,LUX,20,40,40,40.0
MNE,NOR,20,40,40,40.0
FIN,MLT,20,40,40,40.0
HRV,NZL,20,40,40,40.0
EST,MLT,20,40,40,40.0
HUN,SWE,20,40,40,40.0
HUN,SVK,20,40,40,40.0
HUN,NLD,20,40,40,40.0
NZL,POL,20,40,40,40.0
AUT,HUN,20,40,40,40.0
EST,ISL,20,40,40,40.0
CZE,LTU,20,40,40,40.0
BEL,MLT,20,40,40,40.0
ITA,MNE,20,40,40,40.0
ISL,SWE,20,40,40,40.0
DEU,LTU,20,40,40,40.0
BEL,ISL,20,40,40,40.0
LVA,TUR,20,40,40,40.0
ISL,POL,20,40,40,40.0
DEU,ISL,20,40,40,40.0
ESP,HUN,20,40,40,40.0
DNK,TUR,19,40,40,40.0
BIH,RUS,17,46,39,39.99047619047619
COG,ERI,15,64,33,39.96767676767677
CUB,IRQ,19,38,44,39.923809523809524
FIN,ISR,19,40,40,39.8
CAF,UKR,16,40,42,39.761904761904766
KWT,PAK,19,41,39,39.666666666666664
HUN,JPN,19,38,43,39.65714285714286
AUS,IRQ,17,35,50,39.45714285714285
CHL,FRA,19,39,40,39.4
IRL,UKR,19,40,39,39.4
BIH,CAN,17,45,38,39.352380952380955
AGO,CAF,12,27,92,39.264678304151985
JPN,TZA,19,39,40,39.199999999999996
IND,SDN,19,39,40,39.199999999999996
CAN,RWA,14,32,68,39.1875
AGO,ZWE,16,51,39,39.080952380952375
POL,USA,19,41,38,39.06666666666666
BEL,RWA,16,35,64,39.06666666666666
CUB,IDN,19,38,41,39.06666666666666
DZA,NOR,19,39,39,39.0
LTU,NZL,19,39,39,39.0
KEN,RWA,17,38,41,38.97857142857143
SLE,TLS,14,46,35,38.90833333333333
JPN,LUX,19,40,38,38.8
HUN,UKR,19,38,40,38.8
NGA,SOM,16,34,48,38.8
AUS,FJI,18,40,38,38.8
CUB,SAU,19,38,40,38.8
FRA,POL,19,39,39,38.8
KWT,SDN,18,40,39,38.76190476190476
GRC,MNE,19,38,40,38.666666666666664
ARG,IDN,19,38,40,38.666666666666664
JOR,KWT,16,38,46,38.53333333333334
BGR,ISR,18,37,41,38.49523809523809
LBN,MAR,18,40,38,38.49523809523809
DNK,ISL,19,39,38,38.4
DZA,SAU,19,38,39,38.4
BGR,FRA,19,38,39,38.4
EST,LTU,19,39,38,38.4
POL,TUR,19,39,38,38.4
CRI,NOR,19,38,39,38.4
AUS,ROU,19,38,39,38.4
BEL,ZAF,19,38,39,38.4
CZE,FRA,19,38,39,38.4
DNK,MLT,19,39,38,38.4
EST,NZL,19,39,38,38.4
CHE,CRI,19,39,38,38.4
DNK,LTU,19,39,38,38.4
GHA,LBR,13,35,46,38.352014652014645
BGR,MKD,18,37,41,38.25714285714286
LVA,UKR,18,41,37,38.2
SAU,SDN,17,36,48,38.05714285714286
ARE,KWT,16,37,46,38.02857142857143
GRC,HUN,19,38,38,38.0
AUT,LTU,19,38,38,38.0
HRV,ISL,19,38,38,38.0
AUS,HRV,19,38,38,38.0
FIN,TUR,18,38,38,38.0
LTU,NLD,19,38,38,38.0
MAR,SAU,18,38,38,38.0
AUT,MLT,19,38,38,38.0
AUT,MNE,19,38,38,38.0
LTU,PRT,19,38,38,38.0
FRA,PER,19,38,38,38.0
CZE,NZL,19,38,38,38.0
HRV,MLT,19,38,38,38.0
BEL,LTU,19,38,38,38.0
LUX,LVA,19,38,38,38.0
ISL,NLD,19,38,38,38.0
ISL,ITA,19,38,38,38.0
DEU,MLT,19,38,38,38.0
LUX,POL,19,38,38,38.0
MLT,SWE,19,38,38,38.0
CZE,MNE,19,38,38,38.0
MLT,POL,19,38,38,38.0
AUS,CRI,19,38,38,38.0
AUS,CZE,19,38,38,38.0
CAN,ISL,19,38,38,38.0
CAN,LTU,19,38,38,38.0
SYR,USA,16,40,57,38.0
ARG,PER,19,38,38,38.0
IDN,IRQ,17,35,46,37.99047619047619
CAN,SLE,15,32,64,37.864285714285714
CIV,GIN,13,35,55,37.74929792429792
AGO,ZMB,13,81,33,37.68278388278387
DZA,IDN,18,37,39,37.666666666666664
BDI,FRA,15,48,33,37.66190476190476
IDN,UKR,18,37,42,37.6
NAM,ZAF,15,40,38,37.56666666666666
KWT,QAT,17,35,42,37.561904761904756
ARE,TUR,18,38,38,37.46666666666667
CAN,SDN,18,38,38,37.46666666666666
LUX,TUR,18,37,38,37.4
MLI,SLE,12,32,73,37.323214285714286
IND,ISR,17,35,60,37.303703703703704
ZMB,ZWE,17,35,48,37.29523809523808
ISR,NLD,17,40,36,37.2
AUS,SDN,18,37,38,37.199999999999996
LBN,TUN,17,47,34,37.19653679653679
HRV,RWA,16,34,43,37.08333333333333
AFG,RUS,11,127,26,37.05431457431458
BRA,ESP,18,37,37,37.0
ISR,LUX,17,39,36,37.0
BRA,DZA,18,37,37,37.0
BRA,NOR,18,37,37,37.0
BDI,GIN,13,45,38,37.0
NZL,PAK,18,37,37,37.0
KWT,ZAF,16,38,39,36.819047619047616
URY,USA,18,36,38,36.8
CAN,TUN,18,37,37,36.8
IND,MAR,18,36,38,36.8
MKD,SVN,17,39,36,36.65714285714286
ARE,MAR,17,36,38,36.6
IRQ,NZL,17,42,34,36.59047619047619
RUS,TUR,14,38,38,36.57857142857142
PRT,TLS,13,26,87,36.564502164502166
FRA,SVN,18,37,36,36.4
DNK,KOR,18,37,36,36.4
AUS,EST,18,36,37,36.4
CUB,YEM,18,36,37,36.4
FJI,NZL,17,36,37,36.4
EST,MNE,18,37,36,36.4
CZE,USA,18,36,37,36.4
CAN,CUB,18,37,36,36.4
ISR,UKR,18,36,37,36.4
BGR,UKR,18,36,37,36.4
CRI,UKR,18,36,37,36.4
MNE,ROU,18,36,37,36.4
MNE,SVN,18,36,37,36.4
CHE,FIN,18,37,36,36.4
DNK,HUN,18,37,36,36.4
AGO,NAM,12,54,36,36.32967032967033
DZA,IRQ,17,35,40,36.32380952380952
IRQ,MAR,17,38,36,36.266666666666666
DJI,MAR,17,35,38,36.2
BIH,JPN,16,43,33,36.18095238095238
NGA,YEM,13,29,59,36.15238095238095
ISL,ROU,18,36,36,36.0
HUN,ISL,18,36,36,36.0
MLT,SVK,18,36,36,36.0
LVA,MNE,18,36,36,36.0
LUX,SVK,18,36,36,36.0
AUT,CHE,18,36,36,36.0
ISL,SVK,18,36,36,36.0
DNK,MNE,18,36,36,36.0
IRL,ISL,18,36,36,36.0
FIN,UKR,18,36,36,36.0
HUN,PRT,18,36,36,36.0
KOR,LTU,18,36,36,36.0
ISL,LUX,18,36,36,36.0
FIN,MNE,18,36,36,36.0
FIN,LTU,18,36,36,36.0
ITA,KOR,18,36,36,36.0
ESP,MLT,18,36,36,36.0
CAN,MNE,18,36,36,36.0
MLT,ROU,18,36,36,36.0
LVA,MLT,18,36,36,36.0
BEL,CRI,18,36,36,36.0
BEL,MNE,18,36,36,36.0
GRC,MLT,18,36,36,36.0
AUT,USA,18,36,36,36.0
MLT,NLD,18,36,36,36.0
AUS,SVK,18,36,36,36.0
MAR,PRT,18,36,36,36.0
MLT,NOR,18,36,36,36.0
LIE,NOR,18,36,36,36.0
AUS,HUN,18,36,36,36.0
MLI,NGA,14,57,29,35.94920634920635
LBN,MYS,16,38,35,35.911111111111104
UKR,YEM,15,35,42,35.87380952380952
JPN,MKD,17,36,36,35.8
CUB,USA,9,32,94,35.614005602240894
ISR,POL,17,40,34,35.51111111111111
BRA,ZWE,17,36,36,35.46666666666667
AFG,SDN,14,31,77,35.4447728516694
BDI,LBR,16,37,35,35.4
ALB,JPN,17,35,36,35.4
CAN,DZA,17,35,36,35.4
MKD,NOR,17,36,35,35.4
DJI,DZA,17,35,36,35.4
COL,HTI,11,30,84,35.37229437229437
AGO,BRA,16,39,34,35.32380952380952
CUB,UKR,17,34,37,35.2
AUS,RWA,17,35,36,35.2
EGY,LBY,11,34,99,35.19741398951925
AUT,MKD,16,35,36,35.06666666666666
ESP,ZAF,17,34,37,35.06666666666666
ARG,UKR,17,34,37,35.06666666666666
CHE,GRC,17,35,35,35.0
BEL,MYS,17,35,35,35.0
BGR,MNE,17,34,38,35.0
ARG,NOR,17,35,35,35.0
AGO,CAN,14,57,29,34.974314574314576
COG,IRQ,14,51,35,34.83099906629318
ROU,UKR,17,35,35,34.8
DEU,IND,17,34,36,34.8
ALB,ESP,15,42,32,34.778571428571425
BEL,EGY,17,34,36,34.66666666666667
PAK,QAT,16,33,37,34.628571428571426
BDI,COD,12,58,28,34.608963585434175
SSD,UGA,12,82,27,34.5828210436906
CRI,IND,17,34,35,34.4
IRL,LTU,17,35,34,34.4
DZA,YEM,17,35,34,34.4
JPN,LTU,17,35,34,34.4
LUX,NZL,17,34,35,34.4
LTU,ROU,17,34,35,34.4
CRI,ESP,17,34,35,34.4
SVN,USA,17,35,34,34.4
DJI,EGY,17,35,34,34.4
JPN,KWT,16,32,39,34.4
CAN,MEX,17,34,35,34.4
IRL,MNE,17,35,34,34.4
NOR,TUN,17,35,34,34.4
ALB,SRB,15,31,42,34.371428571428574
DZA,QAT,16,33,37,34.266666666666666
LBY,UKR,12,40,35,34.24523809523809
ERI,SLE,13,29,47,34.222727272727276
ALB,AUT,15,36,33,34.17857142857143
DNK,UKR,17,34,34,34.0
CRI,NZL,17,34,34,34.0
BRA,PER,17,34,34,34.0
JPN,PER,17,34,34,34.0
HUN,LTU,17,34,34,34.0
GRC,LTU,17,34,34,34.0
HUN,NZL,17,34,34,34.0
HUN,LUX,17,34,34,34.0
KOR,NOR,17,34,34,34.0
KOR,NLD,17,34,34,34.0
FIN,LIE,17,34,34,34.0
CHE,SVN,17,34,34,34.0
CRI,PRT,17,34,34,34.0
ITA,MLT,17,34,34,34.0
GRC,ISL,17,34,34,34.0
CAN,URY,17,34,34,34.0
ISR,SVN,17,34,34,34.0
ISL,PRT,17,34,34,34.0
LUX,MAR,17,34,34,34.0
LUX,MLT,17,34,34,34.0
MNE,POL,17,34,34,34.0
ESP,KOR,17,34,34,34.0
BGR,MLT,17,34,34,34.0
LTU,SVK,17,34,34,34.0
CZE,TUR,17,34,34,34.0
MNE,SWE,17,34,34,34.0
LTU,SWE,17,34,34,34.0
LBY,NLD,10,57,26,33.97792207792208
LBN,QAT,15,32,37,33.923809523809524
JOR,YEM,14,31,42,33.87252747252747
SAU,TUN,16,35,34,33.86666666666667
PAK,YEM,16,33,36,33.857142857142854
ESP,MKD,16,34,34,33.8
MYS,PRT,16,35,33,33.75
AFG,YEM,14,31,41,33.628571428571426
CAF,IRQ,15,36,33,33.53333333333333
COL,JPN,16,34,35,33.523809523809526
BLR,JPN,16,33,34,33.4
PAK,SAU,16,33,34,33.4
DNK,MKD,16,34,33,33.4
JOR,QAT,14,32,37,33.25714285714286
TUN,YEM,15,33,35,33.2
ARG,SDN,16,33,34,33.199999999999996
FRA,TCD,16,34,33,33.199999999999996
ARE,IRN,11,34,35,33.08968253968254
ESP,PAK,16,33,33,33.0
ISR,PRT,16,33,33,33.0
MAR,UKR,16,34,32,32.8
SDN,TUR,16,34,32,32.8
BEL,CHE,16,32,34,32.8
ALB,DNK,14,40,30,32.778571428571425
SDN,TZA,15,36,32,32.763636363636365
CZE,UKR,16,32,34,32.666666666666664
LIE,SWE,16,32,34,32.666666666666664
EGY,PRT,16,32,34,32.666666666666664
NAM,ZWE,15,32,34,32.628571428571426
ALB,SVN,15,38,31,32.6
MLI,TCD,13,49,28,32.483333333333334
PAN,USA,13,27,58,32.476190476190474
BRA,TUR,15,33,32,32.42857142857143
IDN,KWT,15,33,34,32.400000000000006
AUS,CUB,16,33,32,32.4
JPN,MEX,16,33,32,32.4
IND,PRT,16,33,32,32.4
ISL,JPN,16,32,33,32.4
DNK,LIE,16,33,32,32.4
BLR,EGY,16,32,33,32.4
BRA,CUB,16,33,32,32.4
ARG,GTM,15,31,34,32.22857142857143
JOR,MAR,15,31,34,32.2
FRA,GEO,13,30,50,32.16904761904762
CAF,GNQ,11,56,27,32.14574314574315
DZA,ZWE,15,32,33,32.06666666666666
DEU,MNE,16,32,32,32.0
BEL,LIE,16,32,32,32.0
NZL,SVK,16,32,32,32.0
MLT,PRT,16,32,32,32.0
ISL,LTU,16,32,32,32.0
GRC,ISR,16,32,32,32.0
AUS,ISL,16,32,32,32.0
CHE,UKR,16,32,32,32.0
CAN,MLT,16,32,32,32.0
AUT,LIE,16,32,32,32.0
CZE,LIE,16,32,32,32.0
LIE,SVN,16,32,32,32.0
BEL,MAR,16,32,32,32.0
MNE,NLD,16,32,32,32.0
CHL,ISR,16,32,32,32.0
MNE,PRT,16,32,32,32.0
CAN,KOR,16,32,32,32.0
MNE,NZL,16,32,32,32.0
ESP,MNE,16,32,32,32.0
HUN,MLT,16,32,32,32.0
ISL,MLT,16,32,32,32.0
CRI,ITA,16,32,32,32.0
QAT,TUN,15,33,32,31.86666666666667
BLR,IND,15,33,31,31.82857142857143
IND,PSE,12,30,44,31.825396825396826
AFG,TKM,11,97,22,31.821475256769382
JPN,RWA,15,30,36,31.799999999999997
TUN,UKR,15,32,32,31.799999999999997
AGO,LBR,15,31,34,31.65714285714286
CIV,FRA,14,42,29,31.56825396825397
ERI,QAT,10,101,23,31.554617604617604
QAT,SOM,12,26,46,31.54285714285714
ERI,SDN,12,27,63,31.45747126436782
KAZ,TUR,14,34,31,31.400000000000002
PRT,RUS,14,30,35,31.4
DNK,ISR,15,32,31,31.4
ARG,ISR,15,30,35,31.4
MAR,YEM,15,32,31,31.4
IDN,TUN,15,31,32,31.4
BRA,PAK,15,32,31,31.4
BIH,SVN,14,35,30,31.323809523809523
DZA,ZMB,14,30,34,31.257142857142856
LBN,SDN,15,33,31,31.257142857142856
CHE,YEM,11,26,48,31.150683526999316
JPN,KAZ,15,30,33,31.066666666666666
IDN,TUR,15,33,30,31.066666666666663
BIH,SWE,13,42,27,31.025108225108227
ALB,BGR,15,31,31,31.0
IRL,ISR,15,31,31,31.0
BLR,ZAF,15,30,33,30.857142857142858
KEN,ZAF,13,30,32,30.84444444444444
ESP,RUS,15,31,31,30.8
HRV,ISR,15,30,32,30.8
CHE,DNK,15,31,31,30.8
AGO,FRA,15,31,31,30.799999999999997
ESP,IND,15,31,31,30.799999999999997
EGY,PHL,15,31,31,30.799999999999997
ALB,ROU,13,38,28,30.77857142857143
IDN,LBN,14,31,34,30.73333333333333
JPN,YEM,15,32,30,30.666666666666668
NZL,PSE,11,22,58,30.602597402597404
AGO,UGA,10,27,51,30.57857142857143
IRQ,NGA,14,32,30,30.466666666666665
MKD,MNE,14,30,31,30.42857142857143
LTU,NGA,15,30,31,30.4
CHN,FRA,15,30,31,30.4
CHE,LIE,15,31,30,30.4
AUT,PAK,14,31,30,30.4
EST,FRA,15,30,31,30.4
FRA,IRL,15,31,30,30.4
CAN,PHL,15,30,31,30.4
ARG,CHE,15,30,31,30.4
FIN,FRA,15,30,31,30.4
ARG,ITA,15,31,30,30.4
EST,TUR,15,31,30,30.4
AGO,ESP,15,31,30,30.4
DEU,LIE,15,31,30,30.4
NZL,PHL,15,30,31,30.4
YEM,ZAF,14,28,35,30.323809523809523
CRI,USA,14,28,38,30.12987012987013
DJI,QAT,13,32,31,30.073809523809526
ARE,YEM,12,27,47,30.057142857142857
FRA,IRN,9,19,156,30.05513784461153
HUN,TUR,15,30,30,30.0
ARG,MAR,15,30,30,30.0
DEU,MYS,14,32,30,30.0
CHE,PRT,15,30,30,30.0
CHE,LVA,15,30,30,30.0
KOR,PRT,15,30,30,30.0
AUS,MNE,15,30,30,30.0
MNE,SVK,15,30,30,30.0
CHE,IRL,15,30,30,30.0
CHL,PER,15,30,30,30.0
BEL,KOR,15,30,30,30.0
EST,LIE,15,30,30,30.0
DEU,KOR,15,30,30,30.0
ARG,TUR,15,30,30,30.0
ISL,TUR,15,30,30,30.0
GRC,LIE,15,30,30,30.0
MLT,NZL,15,30,30,30.0
JPN,MNE,15,30,30,30.0
ISL,ISR,15,30,30,30.0
CHE,EGY,15,30,30,30.0
CHE,TUR,15,30,30,30.0
CHL,UKR,15,30,30,30.0
LIE,LUX,15,30,30,30.0
BRA,CHL,15,30,30,30.0
ISL,LIE,15,30,30,30.0
JPN,LBN,15,30,30,30.0
MAR,RWA,15,30,30,30.0
EST,ISR,15,30,30,30.0
ISL,MNE,15,30,30,30.0
ISL,NZL,15,30,30,30.0
CZE,ISR,15,30,30,30.0
CHE,IDN,15,30,30,30.0
DJI,SDN,12,26,45,29.923809523809528
SOM,TZA,10,55,24,29.893040293040293
MKD,ROU,14,29,31,29.799999999999997
CAN,GTM,14,29,31,29.666666666666664
ESP,SOM,13,26,41,29.651282051282045
CHE,ISR,14,28,44,29.6
BIH,CRI,12,54,24,29.51794871794872
MLI,SDN,13,34,27,29.466666666666665
DEU,PAK,14,31,29,29.466666666666665
LBR,NGA,10,60,22,29.446464646464644
AFG,UKR,11,33,32,29.42222222222222
ESP,TUN,14,29,30,29.2
NOR,SDN,14,28,34,29.2
BRA,TUN,14,29,30,29.199999999999996
EGY,UGA,9,35,28,29.18796992481203
BIH,MYS,12,40,24,29.18095238095238
ALB,BEL,13,31,28,29.17857142857143
ISR,RUS,9,61,21,29.08888888888889
ALB,NOR,14,29,29,29.0
CHL,MYS,14,29,29,29.0
SEN,UKR,14,29,29,29.0
JPN,SLE,13,29,38,28.952380952380953
CAF,KEN,8,70,21,28.913417932182234
MEX,USA,11,24,59,28.88888888888889
BDI,USA,11,69,27,28.800488400488398
ALB,UKR,14,28,30,28.8
KOR,RWA,14,28,30,28.8
MYS,QAT,14,28,30,28.8
LUX,UKR,14,28,30,28.8
CRI,SVN,14,29,29,28.799999999999997
JPN,UGA,14,28,30,28.799999999999997
