country1,country2,n_speeches,freq1,freq2,score
LBR,QAT,2,4,4,4.0
MOZ,NOR,2,4,4,4.0
GHA,LBY,1,2,54,3.857142857142857
IND,LBY,1,2,54,3.857142857142857
LBY,TZA,1,54,2,3.857142857142857
CUB,LBY,1,2,54,3.857142857142857
LBY,PAK,1,54,2,3.857142857142857
LBY,NAM,1,54,2,3.857142857142857
CMR,IRQ,1,2,44,3.8260869565217392
DOM,NIC,1,5,3,3.75
DOM,ECU,1,5,3,3.75
LBR,SLV,1,3,5,3.75
CUB,TTO,1,5,3,3.75
ERI,NPL,1,5,3,3.75
BDI,LUX,1,5,3,3.75
HND,RWA,1,2,27,3.7241379310344827
GRD,UKR,1,2,21,3.652173913043478
COL,VEN,1,20,2,3.6363636363636362
CHN,ISR,1,2,19,3.619047619047619
CAF,RUS,1,19,2,3.619047619047619
CAF,STP,1,17,2,3.5789473684210527
SVK,TLS,1,2,15,3.5294117647058822
CHN,ERI,1,2,15,3.5294117647058822
CHN,TLS,1,2,15,3.5294117647058822
LSO,SOM,1,2,13,3.466666666666667
ARM,RUS,1,13,2,3.466666666666667
BGR,IRN,1,2,13,3.466666666666667
BIH,QAT,1,3,4,3.4285714285714284
COD,LBY,1,4,3,3.4285714285714284
BDI,IRN,1,3,4,3.4285714285714284
CAF,GHA,1,4,3,3.4285714285714284
ARM,PSE,1,4,3,3.4285714285714284
NGA,ZWE,1,4,3,3.4285714285714284
BGD,SLE,1,3,4,3.4285714285714284
DNK,SLE,1,2,12,3.4285714285714284
GNB,NAM,1,3,4,3.4285714285714284
IRN,POL,1,11,2,3.3846153846153846
BIH,PSE,1,10,2,3.3333333333333335
BLR,KAZ,1,2,10,3.3333333333333335
BDI,SEN,1,9,2,3.272727272727273
ABW,COL,1,2,9,3.272727272727273
IRN,NOR,1,9,2,3.272727272727273
CPV,TLS,1,2,8,3.2
BDI,ROU,1,8,2,3.2
ERI,TCD,1,2,8,3.2
AFG,LVA,1,2,7,3.111111111111111
PSE,UGA,1,7,2,3.111111111111111
AGO,GEO,1,7,2,3.111111111111111
BGD,THA,1,7,2,3.111111111111111
POL,PSE,1,2,7,3.111111111111111
BHS,NIC,1,3,3,3.0
BIH,KWT,1,3,3,3.0
AGO,CHN,1,6,2,3.0
BHS,TTO,1,3,3,3.0
GRD,USA,1,2,6,3.0
COD,MOZ,1,3,3,3.0
KAZ,MMR,1,2,6,3.0
BGD,ETH,1,3,3,3.0
TCD,TLS,1,2,6,3.0
IRQ,TTO,1,6,2,3.0
CIV,ZWE,1,3,3,3.0
BHS,GTM,1,3,3,3.0
BHS,GUY,1,3,3,3.0
ECU,JAM,1,3,3,3.0
COG,KHM,1,3,3,3.0
BGR,YEM,1,6,2,3.0
BIH,JOR,1,3,3,3.0
BIH,SAU,1,3,3,3.0
IRN,TUN,1,3,3,3.0
NLD,TCD,1,3,3,3.0
AGO,BGD,1,3,3,3.0
AUT,KGZ,1,3,3,3.0
BHS,ECU,1,3,3,3.0
ARM,AZE,1,3,3,3.0
HTI,TTO,1,3,3,3.0
BIH,YEM,1,3,3,3.0
BGD,LBY,1,3,3,3.0
NIC,TTO,1,3,3,3.0
MEX,SLV,1,3,3,3.0
AZE,HUN,1,6,2,3.0
FRA,NER,1,3,3,3.0
JOR,TLS,1,2,6,3.0
ECU,TTO,1,3,3,3.0
IRN,NIC,1,2,5,2.857142857142857
DOM,HND,1,5,2,2.857142857142857
BEN,LBR,1,2,5,2.857142857142857
LAO,USA,1,5,2,2.857142857142857
LBR,MOZ,1,5,2,2.857142857142857
EGY,SSD,1,2,5,2.857142857142857
EST,SSD,1,2,5,2.857142857142857
CMR,DEU,1,2,5,2.857142857142857
LBN,NPL,1,5,2,2.857142857142857
ARG,DOM,1,2,5,2.857142857142857
POL,SSD,1,2,5,2.857142857142857
LKA,ZAF,1,2,5,2.857142857142857
CAN,SSD,1,2,5,2.857142857142857
ALB,PSE,1,2,5,2.857142857142857
BLZ,HTI,1,2,5,2.857142857142857
BGD,TLS,1,2,5,2.857142857142857
BEN,COG,1,2,5,2.857142857142857
OMN,UGA,1,2,5,2.857142857142857
BGD,KAZ,1,5,2,2.857142857142857
CUB,DOM,1,2,5,2.857142857142857
DNK,UGA,1,2,5,2.857142857142857
MMR,USA,1,5,2,2.857142857142857
ERI,IRN,1,2,5,2.857142857142857
AGO,ROU,1,5,2,2.857142857142857
CAN,CMR,1,5,2,2.857142857142857
BDI,HND,1,5,2,2.857142857142857
COG,MNG,1,5,2,2.857142857142857
LAO,PRT,1,2,4,2.6666666666666665
CIV,TZA,1,2,4,2.6666666666666665
GEO,KGZ,1,4,2,2.6666666666666665
LKA,SYR,1,2,4,2.6666666666666665
AUS,TON,1,4,2,2.6666666666666665
ERI,LBN,1,4,2,2.6666666666666665
SLE,VNM,1,4,2,2.6666666666666665
ERI,LBY,1,4,2,2.6666666666666665
BGD,COG,1,2,4,2.6666666666666665
NRU,NZL,1,2,4,2.6666666666666665
KHM,SLB,1,4,2,2.6666666666666665
GTM,UGA,1,2,4,2.6666666666666665
CAF,KHM,1,4,2,2.6666666666666665
JOR,SLE,1,2,4,2.6666666666666665
CIV,IRQ,1,4,2,2.6666666666666665
BGD,IND,1,4,2,2.6666666666666665
COD,SSD,1,4,2,2.6666666666666665
CHN,MKD,1,2,4,2.6666666666666665
AGO,BLR,1,4,2,2.6666666666666665
BGD,LBN,1,4,2,2.6666666666666665
RUS,SLE,1,4,2,2.6666666666666665
IRN,SLE,1,2,4,2.6666666666666665
COG,KAZ,1,2,4,2.6666666666666665
NZL,SLB,1,4,2,2.6666666666666665
COL,MCO,1,4,2,2.6666666666666665
KEN,SYR,1,2,4,2.6666666666666665
NER,TUN,1,2,4,2.6666666666666665
KHM,LBY,1,2,4,2.6666666666666665
COL,IRN,1,2,4,2.6666666666666665
PSE,SGP,1,4,2,2.6666666666666665
IDN,IRN,1,2,4,2.6666666666666665
KGZ,UKR,1,2,4,2.6666666666666665
CHN,MLI,1,2,3,2.4
KWT,SLE,1,3,2,2.4
KWT,RWA,1,3,2,2.4
FSM,MYS,1,2,3,2.4
NER,ROU,1,2,3,2.4
ESH,ETH,1,2,3,2.4
GNB,MLI,1,3,2,2.4
KOR,PRK,1,2,3,2.4
GNB,MYS,1,3,2,2.4
AUT,HTI,1,2,3,2.4
CHN,JOR,1,2,3,2.4
NLD,TKM,1,2,3,2.4
ESH,USA,1,3,2,2.4
ERI,MLI,1,3,2,2.4
AGO,KWT,1,2,3,2.4
FSM,PSE,1,2,3,2.4
BHS,SUR,1,3,2,2.4
BEL,CMR,1,3,2,2.4
ARG,BHS,1,2,3,2.4
COD,KWT,1,3,2,2.4
SOM,SYR,1,3,2,2.4
GIN,KHM,1,3,2,2.4
CHN,IDN,1,2,3,2.4
ARE,BIH,1,2,3,2.4
COD,GTM,1,2,3,2.4
GUY,SUR,1,3,2,2.4
GAB,LBR,1,2,3,2.4
EST,IND,1,2,3,2.4
ERI,ZMB,1,2,3,2.4
BEL,SSD,1,2,3,2.4
GNQ,PHL,1,2,3,2.4
PSE,TZA,1,3,2,2.4
CZE,IND,1,2,3,2.4
MRT,SYR,1,3,2,2.4
JPN,PRK,1,2,3,2.4
ERI,SAU,1,2,3,2.4
BHS,BRB,1,3,2,2.4
DJI,TCD,1,3,2,2.4
HTI,NGA,1,2,3,2.4
GHA,SSD,1,2,3,2.4
CIV,EGY,1,2,3,2.4
SUR,TTO,1,2,3,2.4
IRN,LBR,1,2,3,2.4
PSE,THA,1,3,2,2.4
HTI,PRY,1,3,2,2.4
JPN,SSD,1,2,3,2.4
BEL,IRN,1,2,3,2.4
HTI,PSE,1,2,3,2.4
ECU,SUR,1,3,2,2.4
CHN,PRK,1,2,3,2.4
IRN,KGZ,1,2,3,2.4
AZE,KEN,1,2,3,2.4
RWA,SEN,1,3,2,2.4
MAR,SYR,1,3,2,2.4
NIC,SUR,1,3,2,2.4
AUT,IRN,1,3,2,2.4
AZE,LBR,1,2,3,2.4
HUN,RUS,1,2,3,2.4
IRL,KHM,1,3,2,2.4
COD,COL,1,2,3,2.4
ESP,NER,1,2,3,2.4
CHN,ESP,1,2,3,2.4
IND,MNG,1,3,2,2.4
PSE,SLE,1,3,2,2.4
CMR,GNQ,1,3,2,2.4
BDI,MDG,1,3,2,2.4
BWA,COD,1,2,3,2.4
IND,MNE,1,3,2,2.4
CMR,FIN,1,2,3,2.4
IND,LIE,1,3,2,2.4
CAF,CHN,1,3,2,2.4
KEN,MRT,1,3,2,2.4
KEN,MUS,1,3,2,2.4
GNQ,ROU,1,2,3,2.4
PRY,PSE,1,3,2,2.4
AGO,HTI,1,3,2,2.4
EGY,PAN,1,3,2,2.4
CMR,DNK,1,2,3,2.4
PSE,ZMB,1,3,2,2.4
ESP,NIC,1,2,3,2.4
IND,ISL,1,3,2,2.4
GMB,LBY,1,2,3,2.4
HRV,HTI,1,2,3,2.4
AUS,VUT,1,3,2,2.4
BIH,CHN,1,2,3,2.4
AUT,CMR,1,3,2,2.4
GAB,IDN,1,2,3,2.4
GEO,IRN,1,2,3,2.4
BWA,MOZ,1,2,3,2.4
AGO,GAB,1,3,2,2.4
MDA,PSE,1,2,3,2.4
AGO,ESH,1,3,2,2.4
EST,GNQ,1,3,2,2.4
CMR,SWE,1,2,3,2.4
CIV,KEN,1,2,3,2.4
CMR,PRT,1,2,3,2.4
KAZ,RUS,1,3,2,2.4
GAB,PHL,1,2,3,2.4
HRV,PSE,1,2,3,2.4
CMR,NOR,1,2,3,2.4
CMR,NLD,1,2,3,2.4
GAB,NLD,1,2,3,2.4
GIN,STP,1,3,2,2.4
IND,TLS,1,2,3,2.4
CMR,LUX,1,2,3,2.4
NPL,USA,1,3,2,2.4
CMR,IRL,1,2,3,2.4
CMR,HRV,1,2,3,2.4
ALB,RWA,1,2,3,2.4
IND,SRB,1,3,2,2.4
BDI,STP,1,3,2,2.4
IND,SEN,1,3,2,2.4
NPL,PSE,1,2,3,2.4
BDI,LKA,1,2,3,2.4
CHN,HTI,1,2,3,2.4
HND,NLD,1,2,3,2.4
PSE,SLV,1,3,2,2.4
NPL,PAK,1,3,2,2.4
BWA,HND,1,2,3,2.4
CMR,ISR,1,2,3,2.4
KWT,LBR,1,3,2,2.4
BGD,ERI,1,3,2,2.4
BEN,IND,1,2,3,2.4
BGD,COL,1,3,2,2.4
COG,FJI,1,3,2,2.4
CAN,SUR,1,3,2,2.4
COG,CUB,1,3,2,2.4
COL,ZMB,1,2,3,2.4
COG,CPV,1,3,2,2.4
TCD,ZWE,1,2,3,2.4
AUT,UZB,1,3,2,2.4
FRA,KGZ,1,2,3,2.4
COL,ESH,1,2,3,2.4
ISR,PRI,1,3,2,2.4
TCD,TUR,1,2,3,2.4
SYR,ZWE,1,2,3,2.4
IRQ,TCD,1,3,2,2.4
BFA,IND,1,2,3,2.4
BGD,ESH,1,3,2,2.4
ETH,JAM,1,3,2,2.4
MMR,NPL,1,3,2,2.4
MKD,PSE,1,2,3,2.4
SYR,TUN,1,2,3,2.4
BRB,ECU,1,2,3,2.4
ITA,SSD,1,3,2,2.4
BRB,NIC,1,2,3,2.4
PAN,RWA,1,2,3,2.4
FRA,MMR,1,2,3,2.4
COG,GAB,1,3,2,2.4
GTM,SUR,1,3,2,2.4
PLW,WSM,1,3,2,2.4
COL,TLS,1,3,2,2.4
BFA,PSE,1,2,3,2.4
AFG,KOR,1,3,2,2.4
LKA,PSE,1,2,3,2.4
LBY,VEN,1,2,3,2.4
DOM,FRA,1,3,2,2.4
BIH,FJI,1,3,2,2.4
DOM,IRL,1,2,3,2.4
DOM,EST,1,2,3,2.4
LKA,PHL,1,2,3,2.4
NZL,VUT,1,3,2,2.4
COL,NPL,1,2,3,2.4
COG,HND,1,3,2,2.4
ITA,MMR,1,2,3,2.4
COG,MDG,1,3,2,2.4
JAM,SUR,1,3,2,2.4
ETH,RUS,1,3,2,2.4
ETH,PSE,1,2,3,2.4
BRB,CAN,1,2,3,2.4
ARM,GNQ,1,2,3,2.4
COG,GNQ,1,3,2,2.4
MMR,UGA,1,3,2,2.4
CAF,PHL,1,2,3,2.4
BFA,KWT,1,3,2,2.4
ISR,NPL,1,3,2,2.4
AFG,GHA,1,3,2,2.4
BFA,ETH,1,2,3,2.4
MLI,RUS,1,2,3,2.4
DNK,IRN,1,2,3,2.4
COG,SYR,1,3,2,2.4
BLZ,PLW,1,2,3,2.4
BRB,HTI,1,2,3,2.4
BIH,SLE,1,2,3,2.4
BGD,LBR,1,3,2,2.4
DOM,PHL,1,2,3,2.4
COG,VUT,1,3,2,2.4
BEN,RWA,1,2,3,2.4
OMN,RWA,1,2,3,2.4
MHL,SOM,1,2,3,2.4
DOM,SVN,1,2,3,2.4
BFA,CMR,1,3,2,2.4
BLZ,CAN,1,2,3,2.4
COG,URY,1,3,2,2.4
GRD,NZL,1,2,3,2.4
DOM,ROU,1,2,3,2.4
BLZ,USA,1,2,3,2.4
ITA,KGZ,1,2,3,2.4
COG,PLW,1,3,2,2.4
COG,STP,1,3,2,2.4
EST,PSE,1,2,3,2.4
SWE,UGA,1,2,3,2.4
BRB,GTM,1,2,3,2.4
BWA,SMR,1,2,2,2.0
ARE,PLW,1,2,2,2.0
DOM,SVK,1,2,2,2.0
ERI,EST,1,2,2,2.0
PAK,VCT,1,2,2,2.0
BWA,PRT,1,2,2,2.0
ERI,NAM,1,2,2,2.0
AND,KAZ,1,2,2,2.0
PAN,TUN,1,2,2,2.0
ERI,FIN,1,2,2,2.0
ERI,SRB,1,2,2,2.0
ERI,FRA,1,2,2,2.0
ARE,PNG,1,2,2,2.0
ERI,FSM,1,2,2,2.0
PAK,VEN,1,2,2,2.0
BWA,TJK,1,2,2,2.0
ERI,MNG,1,2,2,2.0
DZA,LTU,1,2,2,2.0
ERI,GEO,1,2,2,2.0
ERI,HRV,1,2,2,2.0
DOM,TUR,1,2,2,2.0
CAF,TJK,1,2,2,2.0
EGY,VEN,1,2,2,2.0
EGY,VCT,1,2,2,2.0
CAF,URY,1,2,2,2.0
ERI,SMR,1,2,2,2.0
AND,JOR,1,2,2,2.0
DZA,MUS,1,2,2,2.0
ARE,GNQ,1,2,2,2.0
CAF,TUN,1,2,2,2.0
PAK,URY,1,2,2,2.0
DZA,MCO,1,2,2,2.0
ARE,SLE,1,2,2,2.0
ERI,ROU,1,2,2,2.0
BWA,SOM,1,2,2,2.0
ARE,GRD,1,2,2,2.0
ARE,GTM,1,2,2,2.0
DZA,LKA,1,2,2,2.0
PAN,TZA,1,2,2,2.0
BWA,ROU,1,2,2,2.0
NLD,PRY,1,2,2,2.0
ERI,POL,1,2,2,2.0
ARE,GUY,1,2,2,2.0
BWA,SYC,1,2,2,2.0
ERI,PER,1,2,2,2.0
BWA,RUS,1,2,2,2.0
ARE,FSM,1,2,2,2.0
ARE,LKA,1,2,2,2.0
ERI,HUN,1,2,2,2.0
ERI,LKA,1,2,2,2.0
ARE,PAN,1,2,2,2.0
PAN,PNG,1,2,2,2.0
CAN,DOM,1,2,2,2.0
ARE,MHL,1,2,2,2.0
PAN,PRY,1,2,2,2.0
DZA,FSM,1,2,2,2.0
ERI,LIE,1,2,2,2.0
PAN,QAT,1,2,2,2.0
CAN,ERI,1,2,2,2.0
DZA,ISL,1,2,2,2.0
ERI,MDV,1,2,2,2.0
ARE,MNG,1,2,2,2.0
ERI,IND,1,2,2,2.0
ERI,LUX,1,2,2,2.0
ARE,NIC,1,2,2,2.0
ERI,LVA,1,2,2,2.0
NLD,TLS,1,2,2,2.0
PAN,SAU,1,2,2,2.0
PAN,SDN,1,2,2,2.0
ERI,MDA,1,2,2,2.0
DZA,HUN,1,2,2,2.0
DZA,GRD,1,2,2,2.0
PAN,SMR,1,2,2,2.0
ERI,MDG,1,2,2,2.0
NLD,VEN,1,2,2,2.0
EGY,TJK,1,2,2,2.0
ERI,MEX,1,2,2,2.0
ERI,MKD,1,2,2,2.0
ERI,IRL,1,2,2,2.0
ARE,LAO,1,2,2,2.0
DZA,LIE,1,2,2,2.0
AND,IDN,1,2,2,2.0
ARE,NAM,1,2,2,2.0
DOM,YEM,1,2,2,2.0
DOM,ZAF,1,2,2,2.0
ERI,MNE,1,2,2,2.0
CAF,WSM,1,2,2,2.0
ERI,ISL,1,2,2,2.0
DOM,ZMB,1,2,2,2.0
ERI,ITA,1,2,2,2.0
ARE,MCO,1,2,2,2.0
ERI,JAM,1,2,2,2.0
ERI,KHM,1,2,2,2.0
CAN,CHN,1,2,2,2.0
DZA,FJI,1,2,2,2.0
ARE,MDV,1,2,2,2.0
ERI,MLT,1,2,2,2.0
ERI,KOR,1,2,2,2.0
ERI,KWT,1,2,2,2.0
NLD,SLV,1,2,2,2.0
NLD,VNM,1,2,2,2.0
ECU,MLT,1,2,2,2.0
BWA,WSM,1,2,2,2.0
CAF,SYC,1,2,2,2.0
ERI,SVK,1,2,2,2.0
ECU,HRV,1,2,2,2.0
CAF,MMR,1,2,2,2.0
ECU,TKM,1,2,2,2.0
ECU,JOR,1,2,2,2.0
OMN,SVK,1,2,2,2.0
OMN,SRB,1,2,2,2.0
AND,TUN,1,2,2,2.0
DZA,NER,1,2,2,2.0
OMN,SOM,1,2,2,2.0
ECU,TJK,1,2,2,2.0
OMN,SGP,1,2,2,2.0
ECU,KHM,1,2,2,2.0
ECU,THA,1,2,2,2.0
AND,SYC,1,2,2,2.0
AND,URY,1,2,2,2.0
AND,USA,1,2,2,2.0
ECU,TZA,1,2,2,2.0
ECU,VCT,1,2,2,2.0
OMN,TJK,1,2,2,2.0
AND,WSM,1,2,2,2.0
OMN,TKM,1,2,2,2.0
AND,ZAF,1,2,2,2.0
ARE,ARM,1,2,2,2.0
AND,MNG,1,2,2,2.0
NZL,PRY,1,2,2,2.0
ECU,GRD,1,2,2,2.0
ARE,AZE,1,2,2,2.0
ARE,BFA,1,2,2,2.0
ARE,BGD,1,2,2,2.0
ECU,VEN,1,2,2,2.0
ECU,ZWE,1,2,2,2.0
AND,MYS,1,2,2,2.0
AND,NAM,1,2,2,2.0
ECU,SOM,1,2,2,2.0
ECU,MCO,1,2,2,2.0
ECU,MLI,1,2,2,2.0
NZL,VEN,1,2,2,2.0
ECU,MMR,1,2,2,2.0
ECU,MNE,1,2,2,2.0
AND,PNG,1,2,2,2.0
ECU,MRT,1,2,2,2.0
ECU,NLD,1,2,2,2.0
ECU,PLW,1,2,2,2.0
AND,PLW,1,2,2,2.0
AND,SAU,1,2,2,2.0
ECU,PNG,1,2,2,2.0
AND,PAN,1,2,2,2.0
ECU,POL,1,2,2,2.0
ECU,MHL,1,2,2,2.0
ECU,PRY,1,2,2,2.0
AND,NGA,1,2,2,2.0
ECU,RWA,1,2,2,2.0
AND,SRB,1,2,2,2.0
NZL,TCD,1,2,2,2.0
ECU,LTU,1,2,2,2.0
ECU,LKA,1,2,2,2.0
OMN,PNG,1,2,2,2.0
NZL,SYR,1,2,2,2.0
ECU,SEN,1,2,2,2.0
OMN,POL,1,2,2,2.0
ECU,SGP,1,2,2,2.0
ECU,SLE,1,2,2,2.0
OMN,PRT,1,2,2,2.0
ECU,LBN,1,2,2,2.0
ECU,SLV,1,2,2,2.0
OMN,TZA,1,2,2,2.0
ECU,GNQ,1,2,2,2.0
CAF,MHL,1,2,2,2.0
BWA,VNM,1,2,2,2.0
CAF,PER,1,2,2,2.0
CAF,PNG,1,2,2,2.0
EGY,MUS,1,2,2,2.0
DZA,TKM,1,2,2,2.0
NOR,VCT,1,2,2,2.0
DZA,TJK,1,2,2,2.0
DZA,SVN,1,2,2,2.0
DZA,SRB,1,2,2,2.0
BWA,ZMB,1,2,2,2.0
CAF,SAU,1,2,2,2.0
BWA,YEM,1,2,2,2.0
PAK,SLV,1,2,2,2.0
ARE,COM,1,2,2,2.0
AND,LBY,1,2,2,2.0
PAK,SRB,1,2,2,2.0
CAF,DOM,1,2,2,2.0
BWA,VEN,1,2,2,2.0
DZA,POL,1,2,2,2.0
BWA,VCT,1,2,2,2.0
BWA,USA,1,2,2,2.0
BWA,URY,1,2,2,2.0
NOR,TJK,1,2,2,2.0
EGY,SMR,1,2,2,2.0
NOR,TCD,1,2,2,2.0
DZA,PNG,1,2,2,2.0
BWA,TKM,1,2,2,2.0
AND,LBR,1,2,2,2.0
AND,LBN,1,2,2,2.0
PAK,SYR,1,2,2,2.0
CAF,SGP,1,2,2,2.0
CAF,PAN,1,2,2,2.0
DZA,URY,1,2,2,2.0
EGY,FSM,1,2,2,2.0
CAF,GTM,1,2,2,2.0
EGY,GAB,1,2,2,2.0
NRU,TON,1,2,2,2.0
OMN,URY,1,2,2,2.0
NRU,QAT,1,2,2,2.0
NRU,PRT,1,2,2,2.0
NRU,POL,1,2,2,2.0
NRU,PER,1,2,2,2.0
ECU,GMB,1,2,2,2.0
OMN,VCT,1,2,2,2.0
NRU,PAK,1,2,2,2.0
OMN,VEN,1,2,2,2.0
ECU,GEO,1,2,2,2.0
ECU,FJI,1,2,2,2.0
EGY,GRD,1,2,2,2.0
NPL,SSD,1,2,2,2.0
ARE,CAF,1,2,2,2.0
ECU,ETH,1,2,2,2.0
CAF,NAM,1,2,2,2.0
EGY,KOR,1,2,2,2.0
NPL,PHL,1,2,2,2.0
PAK,PAN,1,2,2,2.0
NPL,NZL,1,2,2,2.0
EGY,LBR,1,2,2,2.0
AND,MHL,1,2,2,2.0
ARE,BRN,1,2,2,2.0
AND,MEX,1,2,2,2.0
DZA,VEN,1,2,2,2.0
DZA,VCT,1,2,2,2.0
EGY,MDA,1,2,2,2.0
CAF,NPL,1,2,2,2.0
BEN,USA,1,2,2,2.0
NGA,OMN,1,2,2,2.0
ERI,SVN,1,2,2,2.0
EST,TTO,1,2,2,2.0
EST,VEN,1,2,2,2.0
BRN,IDN,1,2,2,2.0
BRN,IND,1,2,2,2.0
MOZ,NZL,1,2,2,2.0
MOZ,PHL,1,2,2,2.0
BRN,IRL,1,2,2,2.0
BRN,IRQ,1,2,2,2.0
MOZ,SDN,1,2,2,2.0
EST,TLS,1,2,2,2.0
MNG,WSM,1,2,2,2.0
EST,TCD,1,2,2,2.0
MOZ,SVK,1,2,2,2.0
BRN,ISL,1,2,2,2.0
BRN,ISR,1,2,2,2.0
MOZ,UKR,1,2,2,2.0
BRN,JOR,1,2,2,2.0
EST,SLV,1,2,2,2.0
MRT,MUS,1,2,2,2.0
MNG,ZAF,1,2,2,2.0
EST,VNM,1,2,2,2.0
MNG,NZL,1,2,2,2.0
MNG,SEN,1,2,2,2.0
MNG,PER,1,2,2,2.0
MNG,PLW,1,2,2,2.0
ETH,LKA,1,2,2,2.0
BRN,GRD,1,2,2,2.0
MNG,QAT,1,2,2,2.0
BRN,GTM,1,2,2,2.0
ETH,JOR,1,2,2,2.0
MNG,SDN,1,2,2,2.0
BRN,GUY,1,2,2,2.0
MNG,URY,1,2,2,2.0
ETH,HTI,1,2,2,2.0
ETH,HND,1,2,2,2.0
ETH,GUY,1,2,2,2.0
ETH,GAB,1,2,2,2.0
MNG,TUN,1,2,2,2.0
ETH,FJI,1,2,2,2.0
MNG,TZA,1,2,2,2.0
MNG,UKR,1,2,2,2.0
ARG,MNG,1,2,2,2.0
BRN,KWT,1,2,2,2.0
BRN,LAO,1,2,2,2.0
EST,MDV,1,2,2,2.0
EST,MLI,1,2,2,2.0
BRN,NAM,1,2,2,2.0
EST,MHL,1,2,2,2.0
MRT,URY,1,2,2,2.0
BRN,NIC,1,2,2,2.0
MRT,VCT,1,2,2,2.0
MRT,VEN,1,2,2,2.0
MRT,VNM,1,2,2,2.0
BRN,NOR,1,2,2,2.0
MRT,NIC,1,2,2,2.0
BRN,OMN,1,2,2,2.0
MUS,NAM,1,2,2,2.0
MUS,PAK,1,2,2,2.0
BRN,PAK,1,2,2,2.0
MUS,SLE,1,2,2,2.0
MUS,SOM,1,2,2,2.0
MUS,TUN,1,2,2,2.0
MUS,TZA,1,2,2,2.0
BRN,MRT,1,2,2,2.0
BRN,MLT,1,2,2,2.0
MRT,TKM,1,2,2,2.0
MRT,TJK,1,2,2,2.0
MRT,NLD,1,2,2,2.0
EST,PRY,1,2,2,2.0
BRN,LIE,1,2,2,2.0
MRT,PER,1,2,2,2.0
BRN,LUX,1,2,2,2.0
MRT,PNG,1,2,2,2.0
EST,PNG,1,2,2,2.0
BRN,MAR,1,2,2,2.0
MRT,RWA,1,2,2,2.0
EST,OMN,1,2,2,2.0
BRN,MEX,1,2,2,2.0
MRT,SEN,1,2,2,2.0
MRT,SOM,1,2,2,2.0
MRT,SRB,1,2,2,2.0
MRT,SVN,1,2,2,2.0
MRT,SWE,1,2,2,2.0
BRN,MLI,1,2,2,2.0
MNG,PAN,1,2,2,2.0
ETH,MCO,1,2,2,2.0
MUS,UKR,1,2,2,2.0
MMR,SLE,1,2,2,2.0
BRB,NZL,1,2,2,2.0
MMR,PER,1,2,2,2.0
BRB,PLW,1,2,2,2.0
BRB,POL,1,2,2,2.0
FIN,IRN,1,2,2,2.0
MMR,RWA,1,2,2,2.0
BRB,PRT,1,2,2,2.0
MMR,SLB,1,2,2,2.0
MMR,SLV,1,2,2,2.0
BRB,NLD,1,2,2,2.0
MMR,SOM,1,2,2,2.0
MMR,SVN,1,2,2,2.0
MMR,TUR,1,2,2,2.0
BRB,PRY,1,2,2,2.0
BRB,ROU,1,2,2,2.0
BRB,SOM,1,2,2,2.0
BRB,SUR,1,2,2,2.0
FIN,GRD,1,2,2,2.0
BRB,NOR,1,2,2,2.0
BRB,MNE,1,2,2,2.0
ETH,MDA,1,2,2,2.0
MLT,TKM,1,2,2,2.0
ARG,VCT,1,2,2,2.0
BRB,LUX,1,2,2,2.0
BRB,LVA,1,2,2,2.0
BRB,MAR,1,2,2,2.0
MLT,SYR,1,2,2,2.0
MLT,TCD,1,2,2,2.0
MLT,THA,1,2,2,2.0
MLT,TJK,1,2,2,2.0
MLT,TTO,1,2,2,2.0
MLT,VNM,1,2,2,2.0
FIN,LKA,1,2,2,2.0
BRB,MDA,1,2,2,2.0
FIN,LBY,1,2,2,2.0
ARG,TJK,1,2,2,2.0
BRB,MKD,1,2,2,2.0
FIN,KWT,1,2,2,2.0
MLT,VCT,1,2,2,2.0
BRB,MLT,1,2,2,2.0
BRB,SVK,1,2,2,2.0
FIN,GMB,1,2,2,2.0
ARG,SUR,1,2,2,2.0
ETH,MNG,1,2,2,2.0
BRN,ECU,1,2,2,2.0
BRN,EGY,1,2,2,2.0
BRN,FIN,1,2,2,2.0
MNE,TCD,1,2,2,2.0
BRN,GIN,1,2,2,2.0
MNE,TLS,1,2,2,2.0
ETH,MUS,1,2,2,2.0
ETH,MOZ,1,2,2,2.0
MNE,TZA,1,2,2,2.0
BRB,SVN,1,2,2,2.0
ETH,MMR,1,2,2,2.0
BRN,GRC,1,2,2,2.0
ETH,MEX,1,2,2,2.0
MNE,VEN,1,2,2,2.0
MNE,VNM,1,2,2,2.0
ETH,MDV,1,2,2,2.0
ETH,MDG,1,2,2,2.0
MNG,NGA,1,2,2,2.0
ARG,SGS,1,2,2,2.0
BRN,DZA,1,2,2,2.0
MNE,SLV,1,2,2,2.0
ETH,SAU,1,2,2,2.0
BRB,SWE,1,2,2,2.0
BRB,SYC,1,2,2,2.0
ETH,WSM,1,2,2,2.0
ETH,VEN,1,2,2,2.0
BRB,UKR,1,2,2,2.0
MNE,PNG,1,2,2,2.0
ETH,URY,1,2,2,2.0
BRN,BWA,1,2,2,2.0
BRN,CHE,1,2,2,2.0
BRN,CHL,1,2,2,2.0
BRN,COM,1,2,2,2.0
ETH,SRB,1,2,2,2.0
ARG,SLB,1,2,2,2.0
BRN,CRI,1,2,2,2.0
MNE,SDN,1,2,2,2.0
BRN,CUB,1,2,2,2.0
BRN,DJI,1,2,2,2.0
